"id","PCC","AgencyName","GDSGroup","GDS","IATA","TVPNewBusinessExecutive","TVPAccountManagerExecutive","BusinessType","City","UF","Region","MIDT","TSO2013","TSO2014","TSO2015","TSO12Months"
"QHVB221075750748","QHVB22107","EUROLATINA TURISMO  (REDETUR)","AMA","AMA","5750748","PROSPECT REDETUR","DANIEL","CORPORATE","NOVO HAMBURGO","RS","SUL","3.439","          -   ","          -   ","          -   ","  "
"G46G9999999","G46G","EUROLINK TRAVEL PARTNER BRASIL","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","JUNDIAI","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"RECB221415701420","RECB22141","EUROPA CAMBIO E TURISMO ","AMA","AMA","5701420","PROSPECT","PROSPECT","LEISURE","RECIFE","PE","NORDESTE","0","          -   ","          -   ","          -   ","  "
"RECB221500000000","RECB22150","EUROPA CAMBIO E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RECIFE","PE","NORDESTE","0","          -   ","          -   ","          -   ","  "
"RECB221275701420","RECB22127","EUROPA CAMBIO E TURISMO ","AMA","AMA","5701420","PROSPECT","PROSPECT","LEISURE","RECIFE","PE","NORDESTE","0","          -   ","          -   ","          -   ","  "
"KY3G9999999","KY3G","CVC","SAB","SAB","9999999","PROSPECT","DANIEL","TOUR OPERATOR","PORTO ALEGRE","RS","SUL","1.750","          -   ","          -   ","          -   ","  "
"S5U49976328","S5U4","EUROPA TURISMO","SAB","SAB","9976328","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","539","          -   ","          -   ","          -   ","  "
"UG2F5752440","UG2F","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.762","          -   ","          -   ","          -   ","  "
"VIXB2210N5705239","VIXB2210N","EUROPLAN VIAGENS E TURISMO ","AMA","AMA","5705239","PROSPECT","PROSPECT","LEISURE","VITORIA","ES","SUDESTE","1.133","          -   ","          -   ","          -   ","  "
"1TJF5752440","1TJF","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.748","          -   ","          -   ","          -   ","  "
"78GF9999999","78GF","CVC","SAB","SAB","9999999","PROSPECT","DANIEL","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","1.612","          -   ","          -   ","          -   ","  "
"POAB221015751593","POAB22101","SEPEAN BRASIL TURISMO ","AMA","AMA","5751593","PROSPECT","PROSPECT","TOUR OPERATOR","PORTO ALEGRE","RS","SUL","1.378","          -   ","          -   ","          -   ","  "
"8OHB5752440","8OHB","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.585","          -   ","          -   ","          -   ","  "
"8UPB5752440","8UPB","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","2.125","          -   ","          -   ","          -   ","  "
"9I3B5752440","9I3B","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","2.035","          -   ","          -   ","          -   ","  "
"I2LF5752440","I2LF","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.911","          -   ","          -   ","          -   ","  "
"6KWF5752440","6KWF","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","2.010","          -   ","          -   ","          -   ","  "
"JPAB2211R5752104","JPAB2211R","TAMBAU INTERNACIONAL OPERADORA ","AMA","AMA","5752104","PROSPECT","PROSPECT","TOUR OPERATOR","JOAO PESSOA","PB","NORDESTE","365","          -   ","          -   ","          -   ","  "
"BSBB221460000000","BSBB22146","GRANTUR TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","TOUR OPERATOR","BRASILIA","DF","CENTRO-OESTE","1.749","          -   ","          -   ","          -   ","  "
"T4Q95704373","T4Q9","EVENTHO TURISMO","SAB","SAB","5704373","PROSPECT","PROSPECT","LEISURE","ARAXA","MG","SUDESTE","312","          -   ","          -   ","          -   ","  "
"THEB221120000000","THEB22112","EVENTOS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","TERESINA","PI","NORDESTE","0","          -   ","          -   ","          -   ","  "
"CWB2P21005765447","CWB2P2100","EVENTTOUR ADMINISTRACAO E SERVICOS DE T","AMA","AMA","5765447","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","0","          -   ","          -   ","          -   ","  "
"S215765447","S21","EVENTTOUR ADMINISTRACAO E SERVICOS DE T","TVP","GAL","5765447","MARCIA","MARCIA","LEISURE","CURITIBA","PR","SUL","1.400","     1.303 ","     1.703 ","        438 ","     1.608 "
"SSAB221025750416","SSAB22102","EVENTUS TURISMO ","AMA","AMA","5750416","PROSPECT","PROSPECT","LEISURE","SALVADOR","BA","NORDESTE","236","          -   ","          -   ","          -   ","  "
"6COB9999999","6COB","EVEREST AGJNCIA DE TURISMO LTD","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","431","          -   ","          -   ","          -   ","  "
"71WF9999999","71WF","EVIDENCE VIAGENS E TURISMO LTD","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","JOAO PESSOA","PB","NORDESTE","70","          -   ","          -   ","          -   ","  "
"5MM79632812","5MM7","EVOLUCAO VIAGENS","TVP","GAL","9632812","WILLIAM","WILLIAM","LEISURE","SAO PAULO","SP","SUDESTE","197","        218 ","        269 ","          78 ","        240 "
"G9N75750729","G9N7","EVORA AGENCIA DE VIAGENS","SAB","SAB","5750729","PROSPECT","PROSPECT","LEISURE","JALES","SP","SUDESTE","1.751","          -   ","          -   ","          -   ","  "
"N28A9999999","N28A","EVORA AGENCIA DE VIAGENS E TUR","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"5FP99999999","5FP9","EWALD ASSESSORIA-VIAG E TUR","SAB","SAB","9999999","PROSPECT","PROSPECT","CORPORATE","CACHOEIRINHA","RS","SUL","0","          -   ","          -   ","          -   ","  "
"T4TG9999999","T4TG","EXBR TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"W32G9999999","W32G","EXCELENCE TRAVEL VIAGENS E TUR","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","ARACAJU","SE","NORDESTE","0","          -   ","          -   ","          -   ","  "
"CCMB221095757248","CCMB22109","EXCELENCIA VIAGENS E TURISMO","AMA","AMA","5757248","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","0","          -   ","          -   ","          -   ","  "
"2TZF5752590","2TZF","EXCELLENCE TOURS VIAGENS E TUR","SAB","SAB","5752590","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","1.346","          -   ","          -   ","          -   ","  "
"SAOB2219K5752590","SAOB2219K","EXCELLENCE TOURS VIAGENS E TUR","AMA","AMA","5752590","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"SAOB221G60000000","SAOB221G6","EXCELLENCE TOURS VIAGENS E TUR","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","234","          -   ","          -   ","          -   ","  "
"XZ9B9999999","XZ9B","EXCLUSIVE CONSULTORIA EM VIAGE","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","248","          -   ","          -   ","          -   ","  "
"X3SG9999999","X3SG","EXCLUSIVIAGEM TURISMO . -","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","UBERLANDIA","MG","SUDESTE","1.079","          -   ","          -   ","          -   ","  "
"POAB2211V0000000","POAB2211V","EXECUTIVA VIAGENS DE NEG CIOS E TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","0","          -   ","          -   ","          -   ","  "
"U7S9999999","U7S","EXECUTIVE TOWER TURISMO","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","SAO PAULO","SP","SUDESTE","644","        552 ","        583 ","        141 ","        360 "
"QHVB221000000000","QHVB22100","EXECUTIVE VIAGENS E CAMBIO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","NOVO HAMBURGO","RS","SUL","1.689","          -   ","          -   ","          -   ","  "
"3U855705241","3U85","EXITOUR VIAGENS E TURISMO","SAB","SAB","5705241","PROSPECT","PROSPECT","LEISURE","CAMPINA GRANDE","PB","NORDESTE","909","          -   ","          -   ","          -   ","  "
"O2FG5755157","O2FG","EXODUS","SAB","SAB","5755157","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","0","          -   ","          -   ","          -   ","  "
"9DJA5750338","9DJA","EXODUS","SAB","SAB","5750338","PROSPECT","RICARDO","LEISURE","BELO HORIZONTE","MG","SUDESTE","4.607","          -   ","          -   ","          -   ","  "
"3CEB5750338","3CEB","EXODUS","SAB","SAB","5750338","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","114","          -   ","          -   ","          -   ","  "
"Y40A9999999","Y40A","EXODUS TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SALVADOR","BA","NORDESTE","0","          -   ","          -   ","          -   ","  "
"X65G9999999","X65G","EXPEDIA BRAZIL","SAB","SAB","9999999","PROSPECT","KELLY","OTA","SAO PAULO","SP","SUDESTE","218","          -   ","          -   ","          -   ","  "
"X68G5751969","X68G","EXPEDIA BRAZIL","SAB","SAB","5751969","PROSPECT","KELLY","OTA","SAO PAULO","SP","SUDESTE","647","          -   ","          -   ","          -   ","  "
"X67G9999999","X67G","EXPEDIA BRAZIL","SAB","SAB","9999999","PROSPECT","KELLY","OTA","SAO PAULO","SP","SUDESTE","36.844","          -   ","          -   ","          -   ","  "
"X54G9999999","X54G","EXPEDIA BRAZIL","SAB","SAB","9999999","PROSPECT","KELLY","OTA","SAO PAULO","SP","SUDESTE","71","          -   ","          -   ","          -   ","  "
"X59G9999999","X59G","EXPEDIA BRAZIL","SAB","SAB","9999999","PROSPECT","KELLY","OTA","SAO PAULO","SP","SUDESTE","6","          -   ","          -   ","          -   ","  "
"PET2S21000000000","PET2S2100","STB","AMA","AMA","0000000","PROSPECT","RENATA","TOUR OPERATOR","PELOTAS","RS","SUL","912","          -   ","          -   ","          -   ","  "
"POAYF310C0000000","POAYF310C","EXPERIENCE","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","8","          -   ","          -   ","          -   ","  "
"D59A5752440","D59A","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.223","          -   ","          -   ","          -   ","  "
"5MAB5752440","5MAB","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.846","          -   ","          -   ","          -   ","  "
"39XA9999999","39XA","EXPERT TRAVEL OPERADORA","TVP","GAL","9999999","WILLIAM","WILLIAM","TOUR OPERATOR","LONDRINA","PR","SUL","-2","        899 ","        158 ","          -   ","        600 "
"U949634254","U94","EXPERT TURISMO","TVP","GAL","9634254","WILLIAM","ROSANA","LEISURE","BELO HORIZONTE","MG","SUDESTE","695","     1.193 ","     1.079 ","        312 ","        996 "
"A6SH9999999","A6SH","EXPERT-TRAVEL OPERADORA DE TUR","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","LONDRINA","PR","SUL","850","          -   ","          -   ","          -   ","  "
"GC335764626","GC33","EXPOENTE TURISMO ","SAB","SAB","5764626","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","1.336","          -   ","          -   ","          -   ","  "
"83RC5752440","83RC","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.565","          -   ","          -   ","          -   ","  "
"2LTB9999999","2LTB","EXPRESSIVA SUL TURISMO","SAB","SAB","9999999","WILLIAM","WILLIAM","LEISURE","CURITIBA","PR","SUL","1.080","          -   ","          -   ","          -   ","  "
"6SK99999999","6SK9","EXPRESSIVA SUL TURISMO","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","CURITIBA","PR","SUL","202","        144 ","        207 ","          38 ","        240 "
"GYNB2211M9971336","GYNB2211M","EXPRESSO TURISMO ","AMA","AMA","9971336","PROSPECT","PROSPECT","LEISURE","GOIANIA","GO","CENTRO-OESTE","636","          -   ","          -   ","          -   ","  "
"7DAG9999999","7DAG","EZEQUIAS FREIRE SANTOS 5391663","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","209","          -   ","          -   ","          -   ","  "
"SAOB221450000000","SAOB22145","F & P AGENCIA DE VIAGENS E TURISMO LTDA","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","552","          -   ","          -   ","          -   ","  "
"SLZB221059633981","SLZB22105","F.C. MORAIS AGENCIA DE VIAGENS E TURISM","AMA","AMA","9633981","PROSPECT","PROSPECT","LEISURE","SAO LUIS","MA","NORDESTE","71","          -   ","          -   ","          -   ","  "
"0H6G9999999","0H6G","FABIO ANDRE DE ASSIS LIMA 2186","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","RIBEIRAO PRETO","SP","SUDESTE","-85","          -   ","          -   ","          -   ","  "
"FORB221185755670","FORB22118","FABRICA DE VIAGEM OPERADORA DE TURISMO","AMA","AMA","5755670","PROSPECT","PROSPECT","LEISURE","FORTALEZA","CE","NORDESTE","541","","          -   ","          -   ",""
"55XF9999999","55XF","FABRIKA DE VIAGEM E TURISMO LT","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
"SAOB221DC0000000","SAOB221DC","FACCIONI E DOMINGUES VIAGENS E TUR","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","INDAIATUBA","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"R2PF9999999","R2PF","FACTUR EXPRESS BARRA TURISMO L","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","2.536","          -   ","          -   ","          -   ","  "
"CPQB2213P0000000","CPQB2213P","FAE VIAGENS E TURISMO  ME","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","AMERICANA","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"BSBB2210H9970497","BSBB2210H","FALCAO VIAGENS E TURISMO  EPP","AMA","AMA","9970497","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","-6","          -   ","          -   ","          -   ","  "
"IGUB2210G0000000","IGUB2210G","FALLS CITY TURISMO .","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","FOZ DO IGUACU","PR","SUL","0","          -   ","          -   ","          -   ","  "
"BD0B9999999","BD0B","FAMA VIAGENS","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","JUIZ DE FORA","MG","SUDESTE","1.299","          -   ","          -   ","          -   ","  "
"VIXB2212W0000000","VIXB2212W","FAMA VIAGENS E TURISMO  ME","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","GUARAPARI","ES","SUDESTE","0","          -   ","          -   ","          -   ","  "
"BHZB2211K5700698","BHZB2211K","FAMMA TURISMO E VIAGENS ","AMA","AMA","5700698","PROSPECT","PROSPECT","LEISURE","BELO HORIZONTE","MG","SUDESTE","658","          -   ","          -   ","          -   ","  "
"SAOB221H30000000","SAOB221H3","FANTASY TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","336","          -   ","          -   ","          -   ","  "
"PB379974511","PB37","FARRAPO TRAVEL VIAG E TUR","SAB","SAB","9974511","PROSPECT","PROSPECT","LEISURE","CAXIAS DO SUL","RS","SUL","8","          -   ","          -   ","          -   ","  "
"P6G95704791","P6G9","FARROUPILHATUR TURISMO ","SAB","SAB","5704791","PROSPECT","PROSPECT","LEISURE","FARROUPILHA","RS","SUL","28","          -   ","          -   ","          -   ","  "
"7RBG9999999","7RBG","FASE TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"GYNB2210C5765948","GYNB2210C","FAST PASSAGENS E TURISMO ","AMA","AMA","5765948","PROSPECT","PROSPECT","LEISURE","GOIANIA","GO","CENTRO-OESTE","312","          -   ","          -   ","          -   ","  "
"RIOB221T35762805","RIOB221T3","FAST RIO VIAGENS E TURISMO ","AMA","AMA","5762805","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","210","          -   ","          -   ","          -   ","  "
"9AKC5751549","9AKC","FAST TOUR VIAGENS E TUR ","SAB","SAB","5751549","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","13","          -   ","          -   ","          -   ","  "
"BSBB2210W0000000","BSBB2210W","FAST TRAVEL VIAGENS E TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","GUARA","DF","CENTRO-OESTE","295","","          -   ","          -   ",""
"78CR9999999","78CR","FATUR VIAGENS","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","CURITIBA","PR","SUL","180","        166 ","          59 ","          -   ","          60 "
"WP6C5751549","WP6C","FAVOLA VIAGENS  ME","SAB","SAB","5751549","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","690","          -   ","          -   ","          -   ","  "
"SAOB2214X5782627","SAOB2214X","FB TRAVEL","AMA","AMA","5782627","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","708","          -   ","          -   ","          -   ","  "
"SJKB2210Y5756135","SJKB2210Y","FC TURISMO-FRIENDS CO. VGNS E TUR ","AMA","AMA","5756135","PROSPECT","PROSPECT","LEISURE","CAMPINAS","SP","SUDESTE","933","          -   ","          -   ","          -   ","  "
"6GXG9999999","6GXG","FEDERAL OPERADORA DE VIAGENS E","SAB","SAB","9999999","PROSPECT","RICARDO","LEISURE","BELO HORIZONTE","MG","SUDESTE","1.817","          -   ","          -   ","          -   ","  "
"67VQ9999999","67VQ","FEKATUR VIAGENS","TVP","GAL","9999999","WILLIAM","WILLIAM","LEISURE","TUBARAO","SC","SUL","779","        723 ","        652 ","        133 ","          60 "
"9MVG9999999","9MVG","FELD TURISMO","SAB","SAB","9999999","DANIEL","WILLIAM","CORPORATE","SAO PAULO","SP","SUDESTE","1.168","          -   ","          -   ","          -   ","  "
"D0FC5752440","D0FC","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.872","          -   ","          -   ","          -   ","  "
"RECB2211R0000000","RECB2211R","FELITUR","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RECIFE","PE","NORDESTE","309","          -   ","          -   ","          -   ","  "
"POAB2211O5750656","POAB2211O","FELLINI TURISMO E VIAGENS ","AMA","AMA","5750656","PROSPECT","PROSPECT","LEISURE","PORTO ALEGRE","RS","SUL","12","          -   ","          -   ","          -   ","  "
"CWBB221100000000","CWBB22110","FENICIO'S TUR AG. DE VGNS E TURISMO","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","FRANCISCO BELTRAO","PR","SUL","271","          -   ","          -   ","          -   ","  "
"SAOB221NW9633982","SAOB221NW","THE CLIENT OPERADORA E AGENCIA DE VIAGE","AMA","AMA","9633982","PROSPECT","PROSPECT","TOUR OPERATOR","SAO PAULO","SP","SUDESTE","1.248","          -   ","          -   ","          -   ","  "
"P2PC5752440","P2PC","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.550","          -   ","          -   ","          -   ","  "
"5GK95752440","5GK9","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","2.161","          -   ","          -   ","          -   ","  "
"I83C5752440","I83C","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","2.143","          -   ","          -   ","          -   ","  "
"P3SC5752440","P3SC","CVC","SAB","SAB","5752440","PROSPECT","DANIEL","TOUR OPERATOR","SANTO ANDRE","SP","SUDESTE","1.824","          -   ","          -   ","          -   ","  "
"QSBB221010000000","QSBB22101","FERIANI ALEMIDA ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","SAO BERNARDO DO CAMPO","SP","SUDESTE","1.024","          -   ","          -   ","          -   ","  "
"QDVB221099930394","QDVB22109","FERNANDA TURISMO","AMA","AMA","9930394","PROSPECT","PROSPECT","LEISURE","JUNDIAI","SP","SUDESTE","1.186","          -   ","          -   ","          -   ","  "
"RECB2219K9634096","RECB2219K","FERNANDES E FERNANDES TURISMO ","AMA","AMA","9634096","PROSPECT","PROSPECT","LEISURE","RECIFE","PE","NORDESTE","1.320","          -   ","          -   ","          -   ","  "
"5XBG9999999","5XBG","FERNANDO MONTENEGRO OLIVEIRA 0","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","BRASILIA","DF","CENTRO-OESTE","71","          -   ","          -   ","          -   ","  "
"QNTB221120000000","QNTB22112","FERNANTOURS CAMBIO E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","NITEROI","RJ","SUDESTE","754","          -   ","          -   ","          -   ","  "
"CCMB221005750372","CCMB22100","FERROTUR VIAGENS E TURISMO ","AMA","AMA","5750372","PROSPECT","PROSPECT","LEISURE","CRICIUMA","SC","SUL","1.364","          -   ","          -   ","          -   ","  "
"0H6B9999999","0H6B","FFW VIAGENS E TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","460","          -   ","          -   ","          -   ","  "
"QPEB221040000000","QPEB22104","FGNB VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","PETROPOLIS","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"1IRC5751549","1IRC","FIALHO & PEREIRA SERVICOS ","SAB","SAB","5751549","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"7MJ55750376","7MJ5","FIBRATUR E VIAGENS ","SAB","SAB","5750376","PROSPECT","DANIEL","LEISURE","FLORIANOPOLIS","SC","SUL","9.218","          -   ","          -   ","          -   ","  "
"FLNB2210Z5750376","FLNB2210Z","FIBRATUR E VIAGENS ","AMA","AMA","5750376","PROSPECT","DANIEL","LEISURE","FLORIANOPOLIS","SC","SUL","286","          -   ","          -   ","          -   ","  "
"L0Q5754926","L0Q","FIDELIDADE TURISMO ","TVP","GAL","5754926","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","0","          -   ","          -   ","          -   ","          -   "
"SAO1T31005751393","SAO1T3100","TAM VIAGENS","AMA","AMA","5751393","OTHER","OTHER","LEISURE","SAO PAULO","SP","SUDESTE","60.152","          -   ","          -   ","          -   ","  "
"7ZW65754664","7ZW6","FIEL TOURS","TVP","GAL","5754664","WILLIAM","WILLIAM","CORPORATE","SAO PAULO","SP","SUDESTE","2.104","     2.273 ","     1.965 ","        968 ","     7.992 "
"2J1F5754664","2J1F","FIEL TOURS","SAB","SAB","5754664","WILLIAM","WILLIAM","CORPORATE","SAO PAULO","SP","SUDESTE","1.386","          -   ","          -   ","          -   ","  "
"0QL79999999","0QL7","FIESTA VIAGENS E TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","CAMPO GRANDE","MS","CENTRO-OESTE","39","          -   ","          -   ","          -   ","  "
"5I5W5760493","5I5W","FILADELFIA TURISMO ","TVP","GAL","5760493","WILLIAM","WILLIAM","CORPORATE","SAO PAULO","SP","SUDESTE","0","         (19)","          -   ","          -   ","          -   "
"9OIG5751549","9OIG","FILADELFIA TURISMO LTDA.","SAB","SAB","5751549","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","50","","","          -   ",""
"FLNB2212M0000000","FLNB2212M","FILEKEYS RESERVATION SERVICES CONSULTOR","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","FLORIANOPOLIS","SC","SUL","1.517","          -   ","          -   ","          -   ","  "
"U08F9999999","U08F","FINGER RECEPTIVOS E TURISMO LT","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","522","          -   ","          -   ","          -   ","  "
"RIOB2214D0000000","RIOB2214D","FININTUR TURISMO E CAMBIO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","144","          -   ","          -   ","          -   ","  "
"RAOB2211M9936178","RAOB2211M","FIORDE VIAGENS E TURISMO ","AMA","AMA","9936178","PROSPECT","PROSPECT","LEISURE","RIBEIRAO PRETO","SP","SUDESTE","517","          -   ","          -   ","          -   ","  "
"RA9C9999999","RA9C","FIRMA NEGOCIOS EM TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"SAOYF31100000000","SAOYF3110","FIRST CLASS AGENCIA DE VIAGENS","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","ITATIBA","SP","SUDESTE","0","          -   ","          -   ","          -   ","  "
"RIOB2210T0000000","RIOB2210T","FIRST CLASS VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","RICARDO","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","2.922","          -   ","          -   ","          -   ","  "
"CWBB2210J0000000","CWBB2210J","FIRST EVOLUTION VIAGENS E TURISMO ","AMA","AMA","0000000","PROSPECT","PROSPECT","LEISURE","CURITIBA","PR","SUL","331","          -   ","          -   ","          -   ","  "
"P3KH9999999","P3KH","FIRST TIME AGENCIA DE VIAGENS","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO PAULO","SP","SUDESTE","3.713","","          -   ","          -   ",""
"4PL99632014","4PL9","FISCHER BRAZIL VIAGENS","SAB","SAB","9632014","PROSPECT","PROSPECT","LEISURE","CAMPINAS","SP","SUDESTE","516","          -   ","          -   ","          -   ","  "
"RIOB221CP9937388","RIOB221CP","FJORD TURISMO .","AMA","AMA","9937388","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","219","          -   ","          -   ","          -   ","  "
"1GMG9633727","1GMG","FK AGENCIA DE VIAGENS E TURISM","SAB","SAB","9633727","PROSPECT","PROSPECT","LEISURE","RIO DE JANEIRO","RJ","SUDESTE","0","          -   ","          -   ","          -   ","  "
"IF779999999","IF77","FLAMA VIAGENS E TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","FORTALEZA","CE","NORDESTE","1.071","          -   ","          -   ","          -   ","  "
"H6TG9999999","H6TG","FLAMA VIAGENS E TURISMO ","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","SAO LOURENCO","MG","SUDESTE","42","          -   ","          -   ","          -   ","  "
"87E99999999","87E9","FLAP VIAG E TURISMO","SAB","SAB","9999999","PROSPECT","PROSPECT","LEISURE","GOIANIA","GO","CENTRO-OESTE","0","          -   ","          -   ","          -   ","  "
